date,machine_id,material_type,environment,production_yield,defect_rate,machine_downtime,temperature,humidity
2024-11-29,Machine_17,Silicon,Cleanroom_3,76.52,5.47,21.95,22.95,39.73
2024-06-07,Machine_4,Gallium Arsenide,Cleanroom_4,85.57,7.59,15.06,25.96,46.34
2024-12-14,Machine_11,Silicon,Cleanroom_4,79.37,3.38,3.8,22.67,32.81
2023-07-24,Machine_11,Silicon Carbide,Cleanroom_1,74.67,6.6,10.25,26.17,47.25
2024-01-02,Machine_1,Silicon Carbide,Cleanroom_1,74.91,3.94,22.29,21.4,31.05
2024-06-01,Machine_1,Silicon Carbide,Cleanroom_4,78.77,6.32,20.35,22.51,38.07
2024-07-06,Machine_5,Silicon Carbide,Cleanroom_3,76.87,0.95,9.83,29.34,33.85
2023-08-20,Machine_12,Silicon Carbide,Cleanroom_3,93.63,4.35,1.42,23.86,48.77
2023-12-05,Machine_10,Silicon Carbide,Cleanroom_1,81.15,0.46,19.34,26.38,38.3
2023-12-17,Machine_20,Silicon,Cleanroom_3,72.55,7.21,16.71,27.01,41.93
2023-07-18,Machine_14,Germanium,Cleanroom_1,82.33,5.9,19.29,25.15,32.59
2024-05-17,Machine_17,Silicon Carbide,Cleanroom_3,71.31,4.01,13.01,24.79,31.25
2023-01-15,Machine_18,Gallium Arsenide,Cleanroom_3,76.61,4.58,1.86,20.75,47.41
2024-06-02,Machine_8,Germanium,Cleanroom_1,78.65,0.85,1.15,23.86,40.29
2024-06-06,Machine_7,Gallium Arsenide,Cleanroom_2,75.98,3.07,18.91,21.17,39.77
2023-08-15,Machine_8,Gallium Arsenide,Cleanroom_3,88.4,9.26,6.76,23.93,49.41
2023-09-05,Machine_11,Gallium Arsenide,Cleanroom_1,78.6,8.57,7.01,23.97,35.04
2023-11-22,Machine_5,Germanium,Cleanroom_4,73.84,7.7,14.76,22.33,36.98
2023-05-30,Machine_3,Germanium,Cleanroom_3,96.3,9.39,21.74,28.48,41.77
2024-06-30,Machine_13,Silicon,Cleanroom_2,96.91,4.23,12.28,20.61,32.93
2023-03-30,Machine_5,Silicon,Cleanroom_1,73.06,5.69,14.51,25.33,35.15
2023-03-05,Machine_18,Gallium Arsenide,Cleanroom_2,79.94,5.82,11.74,20.22,38.65
2023-03-05,Machine_6,Gallium Arsenide,Cleanroom_1,74.15,9.18,9.3,25.23,45.37
2023-12-21,Machine_18,Silicon,Cleanroom_1,75.71,0.94,7.69,22.71,39.94
2024-02-20,Machine_16,Germanium,Cleanroom_1,90.78,5.45,11.75,20.33,31.02
2024-02-27,Machine_20,Gallium Arsenide,Cleanroom_4,77.83,7.53,2.99,20.04,31.82
2023-05-13,Machine_7,Silicon,Cleanroom_4,87.08,9.78,3.05,22.57,34.94
2024-06-08,Machine_7,Gallium Arsenide,Cleanroom_4,90.73,7.27,0.14,29.49,35.59
2024-12-08,Machine_12,Gallium Arsenide,Cleanroom_1,75.91,4.95,1.67,28.06,42.49
2024-02-26,Machine_17,Gallium Arsenide,Cleanroom_4,89.21,3.82,12.74,20.1,34.88
2024-01-22,Machine_2,Germanium,Cleanroom_3,98.0,2.72,11.83,20.2,43.82
2023-08-14,Machine_4,Gallium Arsenide,Cleanroom_3,71.4,1.86,12.2,22.74,48.68
2024-03-06,Machine_12,Gallium Arsenide,Cleanroom_4,94.26,9.73,7.9,23.85,48.42
2023-01-16,Machine_7,Germanium,Cleanroom_2,95.18,2.75,0.29,27.41,35.3
2024-07-28,Machine_8,Germanium,Cleanroom_1,70.93,5.36,6.64,28.26,46.38
2024-10-19,Machine_12,Silicon,Cleanroom_3,88.96,2.34,9.26,26.21,46.94
2023-10-29,Machine_3,Germanium,Cleanroom_4,78.24,0.79,20.48,21.48,36.47
2023-11-29,Machine_2,Silicon Carbide,Cleanroom_1,90.78,7.98,21.14,25.68,49.85
2024-08-08,Machine_15,Gallium Arsenide,Cleanroom_2,86.46,6.8,11.53,24.16,39.36
2024-07-15,Machine_10,Germanium,Cleanroom_1,76.78,2.57,23.15,22.56,37.31
2024-10-30,Machine_2,Gallium Arsenide,Cleanroom_2,75.83,3.48,17.08,22.56,48.03
2023-03-17,Machine_20,Gallium Arsenide,Cleanroom_1,71.54,1.68,17.27,25.38,45.69
2023-02-11,Machine_9,Gallium Arsenide,Cleanroom_2,96.23,4.7,1.23,28.59,33.78
2024-10-27,Machine_9,Silicon,Cleanroom_1,73.36,2.14,6.64,26.86,35.51
2024-04-30,Machine_13,Germanium,Cleanroom_2,89.9,6.53,8.28,24.68,45.18
2023-05-19,Machine_18,Silicon Carbide,Cleanroom_4,82.31,6.57,16.69,25.96,42.58
2023-07-04,Machine_17,Silicon Carbide,Cleanroom_3,73.13,4.6,17.99,29.9,39.59
2023-05-16,Machine_9,Silicon,Cleanroom_3,80.79,0.91,7.83,27.95,36.7
2024-09-20,Machine_1,Silicon,Cleanroom_3,83.99,0.61,22.29,29.73,46.91
2024-01-03,Machine_13,Silicon,Cleanroom_4,73.2,4.52,9.72,27.16,48.81
2024-11-17,Machine_19,Silicon,Cleanroom_3,98.91,0.66,21.06,26.36,36.93
2023-07-03,Machine_8,Gallium Arsenide,Cleanroom_3,87.77,4.4,16.84,26.57,36.48
2024-12-28,Machine_17,Gallium Arsenide,Cleanroom_2,76.81,4.54,10.56,28.93,36.74
2023-02-06,Machine_6,Germanium,Cleanroom_3,98.09,2.17,20.73,27.1,38.5
2024-11-09,Machine_16,Silicon Carbide,Cleanroom_1,70.14,4.65,13.49,27.5,46.0
2024-11-10,Machine_7,Gallium Arsenide,Cleanroom_4,99.1,0.27,21.44,29.01,31.3
2023-07-02,Machine_12,Silicon,Cleanroom_3,99.02,0.79,5.16,24.63,41.52
2023-08-18,Machine_15,Germanium,Cleanroom_1,78.03,3.08,10.49,24.62,31.82
2023-02-23,Machine_4,Gallium Arsenide,Cleanroom_4,88.96,5.26,7.46,26.14,41.27
2024-12-02,Machine_11,Silicon,Cleanroom_3,77.47,8.63,8.04,22.57,47.33
2023-04-30,Machine_13,Gallium Arsenide,Cleanroom_4,97.38,2.72,19.66,22.92,32.75
2023-12-24,Machine_18,Silicon,Cleanroom_3,87.16,0.34,6.64,21.81,40.81
2023-09-23,Machine_4,Gallium Arsenide,Cleanroom_4,97.55,5.45,17.21,23.31,39.54
2023-03-31,Machine_10,Silicon,Cleanroom_1,94.78,0.72,22.49,27.03,41.41
2023-05-10,Machine_10,Gallium Arsenide,Cleanroom_1,80.19,0.57,21.69,29.55,43.46
2023-10-17,Machine_12,Silicon,Cleanroom_4,94.87,4.89,5.9,27.95,38.88
2023-04-03,Machine_12,Gallium Arsenide,Cleanroom_1,89.27,4.79,6.82,23.09,43.05
2023-07-06,Machine_2,Silicon Carbide,Cleanroom_1,77.75,5.36,7.51,21.91,39.29
2024-05-15,Machine_10,Germanium,Cleanroom_4,74.34,4.88,17.95,28.85,38.49
2023-11-29,Machine_18,Gallium Arsenide,Cleanroom_3,76.16,8.99,12.9,26.28,37.33
2024-02-08,Machine_15,Silicon Carbide,Cleanroom_4,76.34,9.03,2.9,28.14,34.08
2024-11-26,Machine_5,Silicon,Cleanroom_3,87.35,0.72,20.57,29.27,31.4
2023-08-21,Machine_9,Silicon Carbide,Cleanroom_4,98.02,0.14,22.55,21.22,42.05
2024-09-28,Machine_19,Silicon,Cleanroom_4,82.38,3.1,11.27,25.86,41.93
2023-09-25,Machine_20,Gallium Arsenide,Cleanroom_2,97.52,2.79,16.5,23.93,42.58
2024-07-06,Machine_2,Silicon,Cleanroom_3,86.56,1.37,12.69,28.5,36.89
2024-05-08,Machine_20,Gallium Arsenide,Cleanroom_1,83.79,9.94,13.44,23.23,45.32
2024-09-28,Machine_8,Gallium Arsenide,Cleanroom_1,79.16,7.1,20.86,27.93,47.98
2024-04-26,Machine_2,Silicon Carbide,Cleanroom_2,73.06,7.8,22.43,21.94,34.33
2024-06-05,Machine_6,Germanium,Cleanroom_4,72.61,4.73,20.63,22.83,37.05
2024-09-01,Machine_1,Silicon,Cleanroom_3,74.19,6.04,14.83,26.71,39.19
2024-08-29,Machine_7,Gallium Arsenide,Cleanroom_2,91.51,5.98,21.12,26.66,39.56
2024-04-27,Machine_4,Germanium,Cleanroom_4,73.02,6.95,17.97,22.2,40.16
2024-08-10,Machine_4,Gallium Arsenide,Cleanroom_4,93.53,5.72,0.58,29.24,36.28
2024-12-23,Machine_16,Gallium Arsenide,Cleanroom_4,93.81,9.22,4.55,25.92,41.42
2023-06-27,Machine_9,Silicon Carbide,Cleanroom_4,91.57,9.41,17.44,22.2,47.81
2024-07-31,Machine_8,Gallium Arsenide,Cleanroom_2,95.01,8.76,15.19,28.15,34.08
2023-08-21,Machine_8,Germanium,Cleanroom_3,96.5,5.41,5.77,22.54,41.69
2023-05-29,Machine_14,Germanium,Cleanroom_1,70.91,1.68,21.22,21.37,38.95
2024-10-10,Machine_1,Germanium,Cleanroom_2,70.51,6.01,11.5,24.58,33.5
2023-05-24,Machine_13,Silicon,Cleanroom_1,75.22,0.38,2.48,29.66,33.49
2024-09-24,Machine_7,Germanium,Cleanroom_4,80.81,8.75,6.57,28.21,48.39
2024-06-20,Machine_17,Germanium,Cleanroom_4,93.21,8.28,4.14,21.62,38.89
2023-11-01,Machine_15,Silicon Carbide,Cleanroom_3,81.96,1.75,12.52,28.74,33.64
2024-03-30,Machine_6,Germanium,Cleanroom_4,72.93,4.2,21.13,20.36,40.52
2023-11-06,Machine_17,Silicon,Cleanroom_1,91.04,3.83,0.01,24.19,31.04
2023-01-14,Machine_14,Gallium Arsenide,Cleanroom_1,73.64,2.54,0.65,25.09,38.5
2024-04-24,Machine_18,Silicon,Cleanroom_4,93.37,8.13,14.86,24.04,44.78
2023-08-09,Machine_2,Germanium,Cleanroom_4,98.81,3.18,16.97,24.58,32.18
2023-08-18,Machine_18,Germanium,Cleanroom_3,92.1,2.02,2.09,25.74,46.3
2024-11-08,Machine_18,Gallium Arsenide,Cleanroom_1,77.37,5.74,13.04,29.89,32.52
2024-07-01,Machine_18,Germanium,Cleanroom_4,72.83,1.62,14.76,26.69,36.49
2023-11-09,Machine_2,Gallium Arsenide,Cleanroom_1,90.02,1.28,6.76,28.68,43.64
2023-02-12,Machine_20,Germanium,Cleanroom_3,96.92,0.66,18.06,22.42,46.41
2024-01-02,Machine_16,Silicon,Cleanroom_2,71.4,5.47,8.73,28.86,37.66
2024-06-16,Machine_18,Germanium,Cleanroom_4,78.57,2.95,19.01,20.91,46.46
2024-05-05,Machine_3,Silicon,Cleanroom_4,98.43,3.54,4.69,21.92,45.33
2023-08-22,Machine_17,Silicon Carbide,Cleanroom_2,88.13,6.43,1.98,27.75,45.86
2024-04-20,Machine_13,Germanium,Cleanroom_2,93.57,3.01,6.88,24.54,49.86
2023-09-06,Machine_5,Silicon,Cleanroom_2,85.31,3.05,15.53,24.05,38.63
2023-08-08,Machine_15,Silicon,Cleanroom_2,80.48,0.2,1.86,27.36,33.98
2023-05-18,Machine_13,Silicon Carbide,Cleanroom_3,72.43,1.02,3.44,23.97,42.62
2023-12-19,Machine_8,Gallium Arsenide,Cleanroom_1,97.53,3.69,4.44,26.46,37.6
2024-11-20,Machine_9,Silicon,Cleanroom_3,90.85,7.13,22.97,25.18,39.85
2024-04-20,Machine_11,Gallium Arsenide,Cleanroom_3,73.92,9.4,0.35,26.6,41.91
2024-02-20,Machine_12,Gallium Arsenide,Cleanroom_2,78.48,7.24,8.06,26.94,36.32
2024-12-30,Machine_4,Germanium,Cleanroom_2,85.34,7.47,19.51,20.7,43.06
2023-06-11,Machine_8,Germanium,Cleanroom_3,74.98,4.41,22.62,23.89,42.62
2023-04-22,Machine_4,Gallium Arsenide,Cleanroom_3,72.53,1.93,23.55,29.97,37.1
2023-11-23,Machine_2,Gallium Arsenide,Cleanroom_2,99.92,3.22,1.57,23.57,30.64
2024-05-18,Machine_7,Germanium,Cleanroom_2,98.35,2.72,10.52,22.22,37.88
2024-07-16,Machine_10,Gallium Arsenide,Cleanroom_2,79.1,7.71,7.68,25.57,38.97
2023-01-13,Machine_11,Silicon Carbide,Cleanroom_1,90.68,6.85,10.41,27.71,32.6
2024-05-08,Machine_3,Gallium Arsenide,Cleanroom_1,89.19,8.75,1.87,21.12,42.63
2024-09-03,Machine_16,Germanium,Cleanroom_3,88.88,4.17,2.34,26.94,45.95
2023-09-03,Machine_17,Silicon Carbide,Cleanroom_4,88.2,3.85,21.98,28.99,36.39
2024-02-23,Machine_6,Germanium,Cleanroom_4,74.04,3.47,12.32,22.15,30.46
2023-04-04,Machine_3,Germanium,Cleanroom_1,95.37,8.76,1.73,20.35,44.49
2023-05-13,Machine_2,Silicon,Cleanroom_3,84.59,7.13,8.19,22.19,30.09
2024-02-07,Machine_10,Silicon,Cleanroom_1,74.4,4.11,14.53,20.27,48.23
2024-01-14,Machine_14,Gallium Arsenide,Cleanroom_2,82.98,4.19,21.11,23.61,49.39
2024-09-28,Machine_16,Germanium,Cleanroom_3,87.0,5.08,19.76,29.34,34.44
2023-10-29,Machine_12,Gallium Arsenide,Cleanroom_3,80.81,7.56,23.22,20.57,48.04
2024-10-14,Machine_13,Silicon Carbide,Cleanroom_3,93.73,9.04,1.61,28.38,43.95
2023-08-17,Machine_17,Silicon,Cleanroom_3,74.36,4.57,15.06,21.77,39.68
2024-12-17,Machine_11,Gallium Arsenide,Cleanroom_2,92.67,7.84,19.0,28.69,36.04
2023-05-30,Machine_14,Silicon Carbide,Cleanroom_2,82.37,3.41,11.59,27.8,46.35
2024-12-25,Machine_17,Silicon,Cleanroom_4,72.82,0.12,9.24,26.31,34.3
2023-03-06,Machine_9,Gallium Arsenide,Cleanroom_3,99.94,5.4,2.83,20.44,39.34
2023-08-05,Machine_4,Silicon Carbide,Cleanroom_2,99.96,5.0,20.24,25.19,44.82
2023-07-29,Machine_4,Gallium Arsenide,Cleanroom_2,96.52,6.03,0.2,29.74,45.31
2023-04-27,Machine_10,Silicon,Cleanroom_3,83.03,3.37,6.62,26.71,33.96
2024-12-05,Machine_16,Silicon,Cleanroom_4,85.56,9.48,23.23,26.87,30.33
2024-07-07,Machine_4,Silicon,Cleanroom_4,72.12,8.07,15.01,22.63,43.74
2023-11-25,Machine_19,Silicon Carbide,Cleanroom_2,96.42,8.18,21.54,22.57,49.24
2024-02-23,Machine_4,Gallium Arsenide,Cleanroom_3,75.9,3.89,18.04,28.06,31.73
2023-11-12,Machine_8,Silicon Carbide,Cleanroom_3,93.46,0.92,7.64,20.78,36.64
2023-01-19,Machine_17,Germanium,Cleanroom_4,74.64,7.3,6.22,29.02,37.57
2024-07-02,Machine_7,Silicon Carbide,Cleanroom_2,72.3,8.37,7.93,25.79,44.28
2023-05-18,Machine_2,Gallium Arsenide,Cleanroom_3,82.95,3.65,11.42,23.31,36.7
2024-08-01,Machine_16,Gallium Arsenide,Cleanroom_1,82.47,9.23,7.12,26.7,43.46
2024-04-02,Machine_3,Silicon,Cleanroom_2,97.42,0.91,17.11,21.04,37.54
2024-05-19,Machine_11,Silicon,Cleanroom_3,86.51,8.89,12.86,24.16,40.94
2024-03-19,Machine_7,Gallium Arsenide,Cleanroom_1,91.9,9.16,8.29,25.07,32.23
2023-08-22,Machine_8,Silicon,Cleanroom_4,90.08,9.43,4.29,29.51,49.29
2024-05-16,Machine_2,Silicon,Cleanroom_1,96.31,4.06,13.52,22.72,47.25
2024-01-18,Machine_15,Silicon,Cleanroom_4,74.66,9.88,3.12,23.26,43.18
2024-11-08,Machine_9,Silicon Carbide,Cleanroom_4,71.27,5.85,17.0,21.4,49.44
2023-08-02,Machine_9,Germanium,Cleanroom_2,81.38,2.37,6.07,24.79,34.99
2023-02-01,Machine_13,Silicon Carbide,Cleanroom_4,70.57,4.62,17.05,23.02,48.39
2023-12-13,Machine_14,Silicon,Cleanroom_1,73.52,2.76,12.93,26.82,47.02
2023-08-04,Machine_1,Silicon,Cleanroom_3,73.27,6.64,6.44,28.76,30.7
2024-11-22,Machine_18,Silicon Carbide,Cleanroom_1,95.63,9.09,21.61,22.19,44.65
2023-06-07,Machine_19,Gallium Arsenide,Cleanroom_3,88.87,5.79,18.15,24.44,47.47
2023-01-26,Machine_18,Silicon,Cleanroom_4,93.74,3.44,2.05,27.42,47.77
2024-09-05,Machine_9,Gallium Arsenide,Cleanroom_2,80.21,6.08,19.3,28.46,30.11
2023-11-22,Machine_5,Silicon Carbide,Cleanroom_3,96.35,8.75,22.12,21.5,44.24
2024-06-17,Machine_15,Gallium Arsenide,Cleanroom_4,73.98,4.48,4.29,21.61,37.46
2024-04-26,Machine_16,Silicon Carbide,Cleanroom_3,77.1,1.14,4.01,29.02,32.12
2024-06-11,Machine_9,Gallium Arsenide,Cleanroom_1,88.98,0.89,18.13,26.73,46.32
2024-01-14,Machine_4,Silicon Carbide,Cleanroom_1,74.07,3.16,7.15,28.47,37.75
2024-05-22,Machine_11,Gallium Arsenide,Cleanroom_4,73.4,7.98,13.77,21.76,49.79
2023-05-28,Machine_4,Gallium Arsenide,Cleanroom_1,96.45,3.02,4.19,21.73,37.88
2024-09-05,Machine_14,Gallium Arsenide,Cleanroom_2,95.65,6.65,7.19,21.62,40.41
2024-03-10,Machine_17,Germanium,Cleanroom_4,82.39,1.53,11.72,29.39,32.99
2023-09-15,Machine_1,Gallium Arsenide,Cleanroom_1,75.79,0.4,15.11,24.72,48.73
2024-05-04,Machine_5,Silicon Carbide,Cleanroom_1,70.15,6.56,14.13,25.77,31.33
2023-07-29,Machine_6,Silicon Carbide,Cleanroom_1,84.5,8.06,8.67,22.08,44.76
2023-08-15,Machine_11,Germanium,Cleanroom_4,73.05,0.71,5.35,29.06,31.11
2024-03-29,Machine_17,Germanium,Cleanroom_3,88.23,3.63,9.95,22.77,46.15
2024-11-21,Machine_15,Gallium Arsenide,Cleanroom_1,80.76,1.21,21.35,29.47,31.13
2024-08-12,Machine_16,Silicon,Cleanroom_1,79.32,2.86,20.31,24.11,36.62
2024-11-15,Machine_20,Germanium,Cleanroom_3,82.76,6.34,1.06,26.32,40.73
2024-06-15,Machine_3,Germanium,Cleanroom_3,84.25,1.57,5.11,24.94,38.83
2024-12-10,Machine_3,Silicon Carbide,Cleanroom_3,87.29,5.55,2.42,24.97,43.59
2024-02-10,Machine_9,Silicon,Cleanroom_1,70.05,4.64,7.23,22.85,45.01
2023-09-26,Machine_14,Germanium,Cleanroom_4,86.25,5.04,22.09,27.68,32.14
2024-05-29,Machine_15,Silicon,Cleanroom_3,93.98,3.65,2.48,20.24,41.38
2023-09-06,Machine_8,Silicon,Cleanroom_2,92.59,1.69,4.62,26.88,41.53
2024-12-17,Machine_12,Germanium,Cleanroom_3,84.48,4.56,16.27,28.02,45.59
2023-05-10,Machine_3,Silicon Carbide,Cleanroom_3,87.04,0.37,3.93,22.09,46.5
2023-04-03,Machine_5,Silicon Carbide,Cleanroom_1,88.16,0.75,12.56,23.71,40.1
2024-03-26,Machine_15,Gallium Arsenide,Cleanroom_3,93.5,5.02,19.18,26.19,38.53
2023-09-22,Machine_6,Gallium Arsenide,Cleanroom_1,89.9,8.48,22.91,27.85,31.79
2023-04-05,Machine_14,Silicon Carbide,Cleanroom_3,75.15,2.38,1.24,28.7,32.67
2023-05-21,Machine_14,Silicon,Cleanroom_1,89.93,9.48,8.73,22.27,36.29
2023-09-13,Machine_6,Silicon,Cleanroom_4,93.02,2.32,14.5,23.92,44.59
2024-11-13,Machine_17,Germanium,Cleanroom_1,95.24,0.91,15.32,27.24,32.02
2023-01-26,Machine_20,Germanium,Cleanroom_2,71.15,0.59,1.87,28.58,36.48
2024-08-15,Machine_14,Gallium Arsenide,Cleanroom_2,74.66,8.52,18.09,27.84,33.79
2024-05-15,Machine_12,Silicon Carbide,Cleanroom_1,81.34,3.84,5.24,23.97,35.4
2023-10-29,Machine_19,Germanium,Cleanroom_1,74.29,5.69,20.56,25.38,47.61
2024-06-17,Machine_3,Gallium Arsenide,Cleanroom_2,82.82,5.26,19.15,21.27,34.92
2023-10-19,Machine_19,Silicon Carbide,Cleanroom_3,84.38,5.44,9.81,26.1,43.12
2023-03-13,Machine_17,Germanium,Cleanroom_1,83.6,0.79,23.14,24.5,41.14
2024-01-06,Machine_3,Silicon,Cleanroom_1,80.55,7.43,1.87,23.99,30.46
2024-07-11,Machine_5,Gallium Arsenide,Cleanroom_2,95.45,5.51,20.83,21.72,47.68
2024-02-04,Machine_11,Germanium,Cleanroom_3,85.46,6.9,13.01,29.57,31.05
2024-10-06,Machine_18,Germanium,Cleanroom_2,76.19,3.04,5.82,27.86,43.44
2024-02-02,Machine_15,Silicon,Cleanroom_4,71.93,2.77,23.91,25.96,33.9
2024-09-05,Machine_17,Germanium,Cleanroom_3,79.82,7.58,8.12,26.37,35.82
2023-01-02,Machine_19,Silicon,Cleanroom_4,83.43,7.25,9.9,23.58,38.9
2024-09-16,Machine_10,Silicon Carbide,Cleanroom_2,82.82,0.91,4.79,27.87,49.65
2024-04-05,Machine_6,Gallium Arsenide,Cleanroom_2,93.01,0.41,16.9,28.24,46.57
2024-06-20,Machine_9,Silicon,Cleanroom_3,78.81,8.78,12.44,25.05,33.55
2023-06-08,Machine_2,Silicon,Cleanroom_2,96.48,1.04,22.19,26.58,34.4
2024-01-03,Machine_6,Gallium Arsenide,Cleanroom_1,72.12,5.26,7.61,25.28,30.23
2023-04-19,Machine_17,Germanium,Cleanroom_1,74.89,9.28,19.05,20.94,48.44
2024-02-18,Machine_19,Silicon,Cleanroom_3,76.89,9.35,5.56,23.97,44.02
2024-12-30,Machine_13,Silicon Carbide,Cleanroom_4,92.54,2.62,7.99,27.59,45.23
2023-02-27,Machine_6,Gallium Arsenide,Cleanroom_2,93.41,1.87,22.82,29.1,33.25
2024-04-15,Machine_13,Gallium Arsenide,Cleanroom_2,93.95,0.9,21.85,22.13,35.29
2023-04-07,Machine_3,Gallium Arsenide,Cleanroom_2,72.35,9.72,18.81,28.8,44.56
2024-05-12,Machine_8,Silicon Carbide,Cleanroom_4,96.22,2.83,6.99,27.61,32.37
2024-03-07,Machine_1,Gallium Arsenide,Cleanroom_4,84.96,7.44,23.47,28.94,42.53
2023-12-08,Machine_1,Silicon,Cleanroom_3,99.06,1.51,10.71,27.81,33.99
2024-09-16,Machine_8,Gallium Arsenide,Cleanroom_2,82.23,8.93,7.13,28.96,30.64
2023-07-24,Machine_1,Germanium,Cleanroom_3,97.09,1.58,16.36,21.79,35.36
2023-04-24,Machine_4,Gallium Arsenide,Cleanroom_1,76.81,4.77,2.56,21.38,46.01
2023-10-25,Machine_1,Silicon,Cleanroom_3,77.8,0.4,15.55,28.66,37.8
2023-12-17,Machine_1,Silicon Carbide,Cleanroom_1,97.65,0.51,11.98,25.07,32.14
2023-09-10,Machine_4,Silicon Carbide,Cleanroom_2,74.82,7.41,9.17,29.36,39.32
2024-10-06,Machine_19,Germanium,Cleanroom_2,86.89,8.86,18.16,24.84,33.16
2024-03-14,Machine_16,Gallium Arsenide,Cleanroom_1,70.95,4.39,12.91,22.6,37.7
2023-07-19,Machine_18,Silicon Carbide,Cleanroom_2,70.45,2.9,1.0,26.48,30.08
2023-09-02,Machine_17,Silicon Carbide,Cleanroom_3,72.58,2.27,20.61,22.91,40.83
2024-10-22,Machine_2,Silicon Carbide,Cleanroom_4,80.84,8.14,6.09,25.71,49.21
2023-01-08,Machine_10,Germanium,Cleanroom_3,78.24,4.22,7.4,26.61,47.01
2023-12-26,Machine_1,Silicon Carbide,Cleanroom_3,94.17,1.16,21.64,27.1,36.96
2024-07-01,Machine_3,Gallium Arsenide,Cleanroom_2,72.59,4.83,13.64,26.65,37.44
2023-03-23,Machine_7,Germanium,Cleanroom_4,94.51,8.08,18.0,23.22,43.07
2024-01-21,Machine_12,Silicon,Cleanroom_4,90.42,0.86,7.47,25.21,33.18
2023-05-20,Machine_11,Gallium Arsenide,Cleanroom_1,77.8,4.44,2.71,23.24,38.65
2024-09-30,Machine_14,Silicon,Cleanroom_4,82.21,1.58,13.7,21.71,37.19
2024-05-09,Machine_18,Silicon Carbide,Cleanroom_2,96.02,6.79,11.95,27.39,34.94
2024-10-22,Machine_4,Germanium,Cleanroom_3,92.87,5.52,17.6,20.29,36.56
2024-07-26,Machine_12,Germanium,Cleanroom_2,91.32,6.79,19.69,25.34,43.25
2023-10-17,Machine_11,Silicon,Cleanroom_1,75.71,8.2,14.45,25.06,32.77
2024-03-27,Machine_15,Silicon,Cleanroom_2,73.33,4.9,11.91,20.24,33.04
2024-01-23,Machine_14,Germanium,Cleanroom_3,89.38,6.4,19.81,24.6,40.33
2023-02-06,Machine_15,Gallium Arsenide,Cleanroom_4,98.48,7.91,18.21,27.8,46.62
2023-03-08,Machine_16,Silicon,Cleanroom_4,70.91,3.33,8.2,23.83,39.95
2024-07-14,Machine_4,Silicon Carbide,Cleanroom_1,93.69,7.39,9.88,24.94,38.74
2023-12-12,Machine_12,Gallium Arsenide,Cleanroom_1,95.8,0.89,2.68,24.87,31.91
2024-01-26,Machine_9,Germanium,Cleanroom_3,74.9,2.49,5.06,29.54,34.6
2024-02-21,Machine_2,Germanium,Cleanroom_4,79.51,0.65,11.87,28.47,30.62
2024-10-09,Machine_10,Germanium,Cleanroom_3,96.49,9.69,2.04,21.9,30.31
2023-11-27,Machine_20,Silicon,Cleanroom_2,89.71,3.48,0.73,21.46,43.17
2024-12-28,Machine_20,Silicon,Cleanroom_1,71.28,8.06,17.14,26.17,43.81
2024-02-24,Machine_16,Gallium Arsenide,Cleanroom_2,79.03,8.13,21.37,26.53,44.18
2023-08-22,Machine_20,Germanium,Cleanroom_1,95.87,1.78,17.82,28.16,42.81
2024-03-25,Machine_15,Silicon,Cleanroom_2,91.73,0.84,6.31,24.02,32.61
2023-06-07,Machine_8,Silicon Carbide,Cleanroom_3,92.03,1.46,19.49,25.75,33.07
2024-11-01,Machine_10,Germanium,Cleanroom_3,75.24,2.83,12.64,29.98,43.27
2023-08-17,Machine_7,Gallium Arsenide,Cleanroom_3,91.22,8.73,17.66,25.86,43.06
2024-11-10,Machine_12,Silicon,Cleanroom_4,77.9,7.04,21.55,24.39,30.44
2024-04-24,Machine_15,Silicon Carbide,Cleanroom_2,93.85,2.25,16.81,23.64,37.03
2023-03-02,Machine_9,Silicon Carbide,Cleanroom_2,84.81,8.3,2.89,24.99,46.71
2024-09-11,Machine_16,Silicon Carbide,Cleanroom_4,75.6,6.75,15.31,25.29,42.46
2023-08-12,Machine_1,Germanium,Cleanroom_4,85.23,7.01,6.85,20.98,46.25
2024-08-28,Machine_12,Silicon Carbide,Cleanroom_3,80.23,7.96,23.25,29.35,48.04
2024-08-28,Machine_17,Silicon Carbide,Cleanroom_3,80.51,7.57,13.67,22.42,35.39
2024-01-23,Machine_17,Germanium,Cleanroom_3,87.34,4.67,8.39,24.26,40.21
2023-10-22,Machine_17,Gallium Arsenide,Cleanroom_3,95.6,7.55,0.88,24.69,34.19
2024-04-09,Machine_3,Silicon Carbide,Cleanroom_2,82.4,4.74,15.52,21.05,37.91
2023-06-11,Machine_4,Silicon Carbide,Cleanroom_4,85.28,8.0,12.19,27.05,40.88
2024-06-03,Machine_19,Gallium Arsenide,Cleanroom_3,94.12,8.33,3.56,20.37,35.9
2023-04-24,Machine_4,Gallium Arsenide,Cleanroom_4,91.89,6.73,15.07,26.02,30.57
2024-06-21,Machine_15,Silicon Carbide,Cleanroom_1,86.58,9.96,3.02,27.55,48.7
2023-03-31,Machine_18,Gallium Arsenide,Cleanroom_3,93.9,6.49,17.0,26.22,32.27
2024-05-28,Machine_7,Germanium,Cleanroom_2,98.42,5.9,15.84,24.05,33.22
2023-03-12,Machine_6,Silicon,Cleanroom_4,77.68,9.91,3.58,29.02,45.9
