date,machine_id,material_type,environment,production_yield,defect_rate,machine_downtime,temperature,humidity
2023-01-27,Machine_15,Germanium,Cleanroom_4,93.73,1.45,23.03,21.33,47.15
2023-12-20,Machine_12,Silicon Carbide,Cleanroom_4,79.39,0.48,5.34,25.82,39.95
2024-10-21,Machine_10,Gallium Arsenide,Cleanroom_4,71.71,9.37,16.57,26.32,42.14
2023-06-25,Machine_20,Silicon Carbide,Cleanroom_4,95.5,2.07,8.5,29.91,44.16
2023-07-12,Machine_20,Silicon,Cleanroom_1,94.64,2.15,12.46,21.34,30.12
2024-07-24,Machine_10,Gallium Arsenide,Cleanroom_1,84.95,0.8,0.07,28.52,31.72
2024-05-03,Machine_6,Germanium,Cleanroom_3,71.31,9.77,12.82,28.85,39.47
2024-12-03,Machine_20,Silicon,Cleanroom_4,76.28,4.81,9.12,28.0,47.41
2024-01-29,Machine_12,Gallium Arsenide,Cleanroom_2,92.95,0.2,5.82,20.95,44.9
2023-03-07,Machine_18,Silicon Carbide,Cleanroom_1,75.51,4.46,5.07,20.28,39.57
2024-01-01,Machine_12,Gallium Arsenide,Cleanroom_4,76.84,5.75,20.91,22.11,41.84
2024-03-19,Machine_1,Gallium Arsenide,Cleanroom_4,70.8,3.27,10.64,20.41,37.85
2024-06-30,Machine_16,Gallium Arsenide,Cleanroom_2,99.95,4.19,10.88,26.12,46.63
2023-04-26,Machine_7,Silicon,Cleanroom_1,89.97,7.23,20.4,22.48,48.42
2023-12-08,Machine_13,Gallium Arsenide,Cleanroom_2,98.4,8.17,6.98,28.74,43.57
2024-10-03,Machine_3,Silicon Carbide,Cleanroom_3,85.15,9.82,17.51,27.14,42.59
2024-08-15,Machine_13,Germanium,Cleanroom_4,94.77,0.15,0.37,23.1,32.6
2024-08-20,Machine_11,Silicon,Cleanroom_1,89.07,2.55,13.37,23.52,34.77
2023-09-22,Machine_5,Gallium Arsenide,Cleanroom_1,92.84,1.14,13.52,22.39,33.44
2023-09-04,Machine_13,Silicon,Cleanroom_4,83.44,8.76,12.44,20.48,45.14
2024-06-26,Machine_10,Silicon Carbide,Cleanroom_3,77.51,9.17,9.91,29.6,46.23
2024-11-19,Machine_14,Silicon,Cleanroom_4,98.31,9.97,18.46,20.11,47.71
2024-07-06,Machine_1,Germanium,Cleanroom_3,74.04,2.55,6.32,25.04,44.74
2023-07-29,Machine_1,Silicon Carbide,Cleanroom_4,99.44,1.24,19.61,20.24,35.06
2024-07-02,Machine_1,Silicon Carbide,Cleanroom_3,81.72,8.2,23.73,29.99,30.86
2024-10-11,Machine_8,Germanium,Cleanroom_2,94.97,2.77,12.24,29.39,36.29
2024-10-20,Machine_4,Germanium,Cleanroom_1,92.06,7.84,16.31,29.75,30.19
2024-04-15,Machine_14,Silicon Carbide,Cleanroom_1,80.87,3.57,0.88,21.46,43.92
2024-06-03,Machine_6,Germanium,Cleanroom_3,78.06,6.95,1.51,28.47,45.11
2023-05-09,Machine_15,Silicon,Cleanroom_4,71.78,0.45,4.7,21.04,34.95
2023-10-09,Machine_1,Silicon Carbide,Cleanroom_4,98.87,7.72,11.23,28.86,40.4
2023-07-08,Machine_6,Gallium Arsenide,Cleanroom_4,96.24,0.93,1.75,22.69,31.36
2024-07-07,Machine_6,Gallium Arsenide,Cleanroom_3,77.92,2.98,0.39,24.1,49.83
2024-05-15,Machine_13,Silicon,Cleanroom_4,78.55,6.04,14.94,23.78,33.0
2023-11-11,Machine_10,Silicon Carbide,Cleanroom_2,71.24,8.06,17.65,21.2,44.09
2023-09-26,Machine_20,Germanium,Cleanroom_1,78.88,4.41,10.16,28.52,33.96
2024-01-22,Machine_20,Silicon,Cleanroom_4,70.43,3.86,6.79,26.3,39.63
2024-11-09,Machine_17,Silicon Carbide,Cleanroom_1,83.04,0.58,3.55,25.56,42.68
2024-12-03,Machine_14,Gallium Arsenide,Cleanroom_3,93.32,7.16,23.28,24.21,31.88
2024-06-01,Machine_13,Silicon Carbide,Cleanroom_1,84.11,7.51,4.24,25.07,33.6
2023-12-01,Machine_14,Silicon Carbide,Cleanroom_2,70.29,0.11,2.72,20.54,31.72
2023-01-03,Machine_4,Silicon,Cleanroom_2,83.19,2.43,10.04,23.78,33.02
2023-12-14,Machine_9,Silicon Carbide,Cleanroom_1,95.8,6.56,19.35,26.63,30.46
2024-10-06,Machine_15,Silicon,Cleanroom_4,98.75,9.94,1.74,23.18,35.49
2024-10-01,Machine_14,Silicon,Cleanroom_2,73.1,6.67,12.94,27.04,33.42
2024-05-29,Machine_4,Silicon,Cleanroom_3,83.63,6.73,22.76,24.39,48.1
2023-12-23,Machine_1,Germanium,Cleanroom_1,87.29,8.0,1.17,24.21,42.73
2024-07-14,Machine_19,Silicon,Cleanroom_2,97.34,0.92,18.85,21.62,41.54
2024-09-22,Machine_7,Gallium Arsenide,Cleanroom_3,93.8,2.66,22.95,22.15,41.03
2024-12-12,Machine_7,Gallium Arsenide,Cleanroom_4,89.23,6.82,23.99,24.27,35.46
2023-06-11,Machine_8,Silicon,Cleanroom_3,96.57,3.6,10.26,22.22,40.02
2023-01-21,Machine_2,Silicon Carbide,Cleanroom_4,95.23,9.68,21.2,24.44,42.31
2024-09-05,Machine_19,Silicon,Cleanroom_2,89.85,1.66,17.06,20.36,35.76
2024-08-25,Machine_1,Gallium Arsenide,Cleanroom_3,75.64,6.61,6.93,26.3,44.92
2024-02-20,Machine_7,Silicon,Cleanroom_4,85.45,7.65,6.74,29.37,43.38
2024-12-24,Machine_8,Gallium Arsenide,Cleanroom_4,88.48,2.71,21.91,28.75,31.89
2024-11-29,Machine_20,Germanium,Cleanroom_1,71.6,8.18,3.01,22.12,36.42
2023-06-01,Machine_5,Silicon Carbide,Cleanroom_2,93.66,0.48,9.36,29.78,48.1
2023-01-22,Machine_10,Silicon Carbide,Cleanroom_3,77.31,4.37,9.25,23.19,32.08
2023-01-28,Machine_1,Silicon,Cleanroom_2,73.95,5.31,2.78,22.8,35.95
2024-02-10,Machine_12,Silicon Carbide,Cleanroom_1,87.02,0.93,2.23,23.12,39.76
2024-01-12,Machine_8,Silicon,Cleanroom_3,87.56,3.4,6.79,25.07,35.21
2023-10-16,Machine_15,Germanium,Cleanroom_4,97.72,0.53,12.98,29.94,43.49
2024-08-27,Machine_1,Germanium,Cleanroom_3,91.71,5.86,17.36,23.65,46.8
2023-05-19,Machine_12,Germanium,Cleanroom_2,93.99,2.45,20.83,21.36,45.53
2023-08-26,Machine_10,Silicon,Cleanroom_4,90.62,1.34,13.42,29.53,47.59
2023-11-25,Machine_9,Gallium Arsenide,Cleanroom_3,89.32,5.23,8.13,26.19,38.02
2024-07-20,Machine_17,Silicon,Cleanroom_4,76.22,2.17,23.27,24.88,46.71
2023-07-11,Machine_14,Silicon Carbide,Cleanroom_1,75.76,7.73,5.04,29.05,47.35
2024-03-03,Machine_3,Gallium Arsenide,Cleanroom_2,79.04,7.14,11.04,27.81,43.03
2023-08-31,Machine_10,Silicon,Cleanroom_2,98.16,2.97,4.84,26.35,36.47
2024-02-03,Machine_15,Gallium Arsenide,Cleanroom_2,77.58,4.75,11.59,29.14,38.28
2024-01-11,Machine_12,Gallium Arsenide,Cleanroom_1,94.43,1.01,3.7,26.56,49.17
2024-06-03,Machine_12,Silicon Carbide,Cleanroom_1,91.43,7.8,20.05,20.52,37.67
2024-10-11,Machine_18,Germanium,Cleanroom_4,79.41,0.24,11.45,22.29,45.07
2024-05-12,Machine_14,Germanium,Cleanroom_4,82.57,5.08,11.67,23.96,42.46
2023-08-04,Machine_20,Silicon Carbide,Cleanroom_1,72.09,1.65,14.6,27.33,33.51
2023-02-19,Machine_17,Germanium,Cleanroom_2,83.55,5.3,19.89,29.87,33.41
2023-04-08,Machine_2,Germanium,Cleanroom_4,84.25,1.16,6.21,23.18,38.5
2024-09-22,Machine_6,Germanium,Cleanroom_4,72.7,6.86,14.53,26.84,44.52
2024-04-14,Machine_17,Silicon Carbide,Cleanroom_4,80.91,1.29,5.87,22.71,46.44
2024-07-11,Machine_2,Silicon Carbide,Cleanroom_1,98.11,9.08,12.48,23.8,40.91
2024-06-12,Machine_7,Germanium,Cleanroom_2,91.8,7.56,5.43,26.96,45.43
2024-12-17,Machine_13,Germanium,Cleanroom_4,77.33,1.3,23.25,24.47,46.1
2024-08-02,Machine_17,Germanium,Cleanroom_3,82.98,9.02,5.97,22.61,45.96
2023-04-22,Machine_2,Silicon Carbide,Cleanroom_4,75.29,3.44,14.78,21.37,44.94
2024-02-13,Machine_17,Silicon Carbide,Cleanroom_3,97.19,7.29,19.33,23.99,40.45
2023-10-31,Machine_19,Germanium,Cleanroom_1,82.38,6.77,23.63,26.43,37.72
2023-11-23,Machine_18,Germanium,Cleanroom_4,94.33,1.56,12.87,25.7,45.98
2023-08-11,Machine_14,Gallium Arsenide,Cleanroom_2,99.16,4.2,12.79,20.31,34.48
2024-02-22,Machine_11,Gallium Arsenide,Cleanroom_4,88.96,8.4,18.85,27.19,36.81
2024-10-09,Machine_8,Silicon Carbide,Cleanroom_3,80.06,3.79,8.67,24.24,39.6
2024-06-08,Machine_12,Germanium,Cleanroom_2,87.29,7.29,11.56,24.42,48.3
2023-04-02,Machine_8,Germanium,Cleanroom_2,89.99,1.02,16.74,27.49,31.13
2023-11-10,Machine_1,Germanium,Cleanroom_4,79.56,4.14,21.12,24.51,42.15
2024-01-31,Machine_15,Silicon,Cleanroom_2,83.4,5.69,0.89,23.25,47.09
2024-02-07,Machine_11,Gallium Arsenide,Cleanroom_1,77.05,9.96,12.56,25.67,39.65
2023-03-10,Machine_16,Germanium,Cleanroom_2,82.9,7.23,20.84,20.37,48.31
2023-04-08,Machine_2,Silicon Carbide,Cleanroom_3,77.84,3.47,8.5,22.29,47.2
2024-08-31,Machine_20,Silicon,Cleanroom_4,92.45,9.36,13.41,20.19,30.84
2023-09-05,Machine_9,Gallium Arsenide,Cleanroom_3,86.95,4.59,9.38,27.91,35.88
2023-10-11,Machine_16,Silicon Carbide,Cleanroom_1,80.93,4.92,21.82,24.44,39.88
2024-05-28,Machine_17,Silicon Carbide,Cleanroom_3,82.05,3.74,9.31,22.34,31.99
2024-12-31,Machine_3,Silicon Carbide,Cleanroom_2,78.84,5.74,10.4,22.61,32.49
2023-11-14,Machine_15,Silicon Carbide,Cleanroom_2,83.35,8.86,8.98,21.99,44.15
2023-01-28,Machine_3,Silicon,Cleanroom_2,88.22,7.08,8.09,24.65,36.43
2023-08-21,Machine_8,Germanium,Cleanroom_2,72.95,7.49,6.57,25.87,31.8
2024-09-23,Machine_13,Gallium Arsenide,Cleanroom_4,84.01,7.04,6.69,23.76,38.79
2023-04-03,Machine_10,Silicon Carbide,Cleanroom_4,81.83,7.48,21.19,23.44,47.59
2024-12-29,Machine_19,Germanium,Cleanroom_2,75.23,2.5,11.38,27.07,36.54
2023-12-11,Machine_13,Germanium,Cleanroom_4,93.38,9.66,8.99,23.7,48.41
2024-12-21,Machine_11,Silicon,Cleanroom_2,84.07,9.28,13.52,29.52,34.56
2024-06-10,Machine_13,Silicon Carbide,Cleanroom_2,91.87,4.43,13.14,28.21,41.68
2024-10-12,Machine_13,Silicon,Cleanroom_3,77.65,1.37,9.61,23.52,32.7
2023-06-11,Machine_20,Silicon Carbide,Cleanroom_3,72.0,4.55,18.97,22.23,39.36
2023-07-23,Machine_14,Silicon,Cleanroom_4,79.16,2.5,3.59,24.46,30.1
2024-10-31,Machine_3,Silicon Carbide,Cleanroom_3,97.65,1.46,16.06,21.44,35.69
2023-06-24,Machine_17,Silicon,Cleanroom_4,88.16,3.45,16.43,28.82,45.44
2023-08-02,Machine_15,Germanium,Cleanroom_1,99.35,5.53,6.15,25.33,41.95
2023-04-09,Machine_7,Silicon,Cleanroom_3,82.21,5.05,10.19,21.31,46.45
2023-09-12,Machine_9,Gallium Arsenide,Cleanroom_4,75.47,3.95,3.77,23.73,40.94
2024-09-13,Machine_3,Silicon,Cleanroom_4,79.03,9.88,10.62,25.93,37.62
2024-10-10,Machine_13,Gallium Arsenide,Cleanroom_4,82.66,2.83,1.88,28.0,36.65
2024-07-12,Machine_8,Silicon,Cleanroom_2,81.92,8.76,8.31,24.9,35.24
2023-02-18,Machine_4,Silicon,Cleanroom_1,70.79,2.96,12.02,20.22,43.11
2024-04-07,Machine_15,Germanium,Cleanroom_4,80.04,0.66,3.3,24.11,48.35
2023-07-02,Machine_5,Silicon Carbide,Cleanroom_1,97.07,1.29,21.65,28.42,42.23
2023-09-04,Machine_6,Gallium Arsenide,Cleanroom_4,91.61,4.5,20.18,29.25,35.73
2023-10-21,Machine_4,Silicon Carbide,Cleanroom_3,75.94,8.03,11.5,26.37,40.99
2023-08-06,Machine_20,Silicon,Cleanroom_1,82.7,6.28,10.83,21.44,47.89
2024-05-10,Machine_13,Silicon,Cleanroom_3,96.9,9.79,18.54,22.6,43.55
2024-03-05,Machine_3,Silicon,Cleanroom_3,78.23,6.56,12.64,26.34,45.9
2024-06-03,Machine_7,Gallium Arsenide,Cleanroom_1,93.71,9.26,15.88,20.49,48.14
2024-11-18,Machine_11,Silicon,Cleanroom_3,75.14,6.06,4.34,28.23,31.38
2024-06-18,Machine_14,Silicon Carbide,Cleanroom_1,97.21,4.14,16.13,28.91,44.61
2024-07-26,Machine_12,Gallium Arsenide,Cleanroom_4,91.26,2.03,11.25,28.58,49.53
2023-06-18,Machine_17,Gallium Arsenide,Cleanroom_4,85.49,3.31,13.77,25.81,35.73
2024-05-03,Machine_11,Silicon Carbide,Cleanroom_3,71.76,8.6,11.78,25.68,46.33
2024-12-23,Machine_13,Gallium Arsenide,Cleanroom_3,93.88,8.85,15.26,25.07,45.99
2024-05-29,Machine_18,Germanium,Cleanroom_1,71.1,3.06,17.51,28.97,35.61
2023-10-11,Machine_1,Silicon Carbide,Cleanroom_1,72.73,5.83,14.76,25.78,33.83
2024-08-02,Machine_18,Gallium Arsenide,Cleanroom_3,85.58,4.18,17.37,26.86,46.66
2023-04-30,Machine_13,Gallium Arsenide,Cleanroom_1,75.76,4.79,15.37,20.16,40.5
2023-02-04,Machine_1,Silicon,Cleanroom_2,91.64,3.15,19.85,25.05,33.35
2023-06-02,Machine_2,Germanium,Cleanroom_3,82.57,2.38,7.4,27.44,41.35
2023-02-15,Machine_19,Silicon,Cleanroom_3,72.1,3.62,8.79,24.69,42.89
2023-02-09,Machine_3,Silicon Carbide,Cleanroom_2,84.62,9.51,14.1,27.01,43.14
2024-08-01,Machine_12,Germanium,Cleanroom_1,97.01,2.77,0.17,29.42,43.9
2023-02-10,Machine_12,Silicon,Cleanroom_2,88.67,5.22,19.02,23.38,38.63
2024-02-16,Machine_11,Silicon,Cleanroom_2,79.23,0.23,4.06,27.44,38.61
2023-04-25,Machine_11,Silicon,Cleanroom_1,90.69,1.44,10.0,26.7,35.02
2024-09-12,Machine_12,Silicon Carbide,Cleanroom_1,91.96,1.3,9.83,23.63,39.34
2024-04-23,Machine_12,Gallium Arsenide,Cleanroom_3,94.28,0.68,18.87,29.65,38.41
2023-04-01,Machine_2,Germanium,Cleanroom_1,91.62,9.65,20.21,29.33,49.61
2024-06-02,Machine_11,Gallium Arsenide,Cleanroom_1,87.88,2.82,15.64,28.79,48.42
2023-07-30,Machine_14,Gallium Arsenide,Cleanroom_4,82.21,7.61,18.1,27.04,44.08
2024-09-18,Machine_14,Silicon,Cleanroom_2,77.2,5.19,16.93,22.4,45.72
2023-12-27,Machine_13,Silicon Carbide,Cleanroom_2,77.24,4.82,5.53,27.09,41.0
2024-01-01,Machine_16,Silicon,Cleanroom_3,79.59,5.1,12.84,25.56,48.27
2024-12-09,Machine_18,Germanium,Cleanroom_4,99.2,6.14,22.61,20.31,40.28
2024-04-01,Machine_1,Silicon,Cleanroom_4,88.29,7.23,22.9,24.94,31.33
2024-06-17,Machine_4,Silicon,Cleanroom_2,82.22,3.99,21.01,25.58,39.59
2023-11-07,Machine_4,Silicon Carbide,Cleanroom_4,71.88,6.22,2.58,27.37,43.37
2024-12-20,Machine_18,Silicon,Cleanroom_2,73.87,3.28,23.13,28.07,31.99
2024-05-08,Machine_8,Silicon Carbide,Cleanroom_3,77.82,5.68,17.26,26.15,45.04
2023-08-10,Machine_4,Germanium,Cleanroom_2,70.37,6.09,18.96,20.72,37.63
2024-01-18,Machine_5,Silicon Carbide,Cleanroom_3,92.27,9.34,4.35,22.72,38.53
2023-05-09,Machine_7,Germanium,Cleanroom_3,73.54,5.16,20.33,22.51,41.73
2023-08-11,Machine_20,Silicon Carbide,Cleanroom_2,84.64,8.43,6.78,27.2,46.58
2023-07-14,Machine_7,Gallium Arsenide,Cleanroom_1,80.74,6.34,12.98,24.11,36.85
2023-05-14,Machine_3,Silicon Carbide,Cleanroom_3,90.81,2.74,1.47,20.8,38.79
2024-10-22,Machine_1,Silicon Carbide,Cleanroom_3,78.94,0.8,21.47,24.18,48.89
2024-10-26,Machine_4,Gallium Arsenide,Cleanroom_3,99.82,1.02,22.39,20.31,31.06
2023-06-14,Machine_11,Silicon,Cleanroom_4,73.84,6.85,17.23,26.65,40.65
2024-11-06,Machine_3,Germanium,Cleanroom_4,85.0,7.31,18.42,27.34,37.41
2024-06-23,Machine_12,Silicon Carbide,Cleanroom_1,91.42,8.19,15.04,25.46,34.39
2024-02-15,Machine_8,Gallium Arsenide,Cleanroom_1,79.51,1.73,1.08,25.35,43.36
2024-03-03,Machine_9,Silicon,Cleanroom_3,99.19,2.77,14.86,29.08,32.99
2023-08-23,Machine_10,Germanium,Cleanroom_3,82.31,6.62,16.11,26.23,43.41
2024-07-30,Machine_16,Silicon,Cleanroom_3,75.97,4.9,3.69,22.28,39.31
2024-01-18,Machine_13,Silicon,Cleanroom_3,70.34,5.42,2.35,21.65,39.3
2024-09-12,Machine_10,Gallium Arsenide,Cleanroom_4,92.8,3.43,8.63,20.46,32.41
2024-05-23,Machine_3,Silicon Carbide,Cleanroom_1,70.12,1.41,1.77,22.5,39.26
2024-10-21,Machine_19,Silicon,Cleanroom_1,84.27,6.55,5.49,21.45,38.75
2023-07-31,Machine_10,Germanium,Cleanroom_2,71.09,7.19,18.94,21.85,39.1
2023-09-08,Machine_5,Germanium,Cleanroom_4,70.27,7.89,3.97,29.26,47.35
2023-11-18,Machine_16,Germanium,Cleanroom_3,81.75,5.91,12.77,20.39,32.48
2024-07-23,Machine_4,Silicon Carbide,Cleanroom_2,94.8,9.77,12.7,24.58,40.36
2023-11-10,Machine_9,Gallium Arsenide,Cleanroom_3,90.24,7.85,23.85,25.48,40.57
2023-07-12,Machine_6,Silicon Carbide,Cleanroom_3,92.99,0.88,0.75,23.09,37.56
2024-12-04,Machine_15,Silicon Carbide,Cleanroom_4,79.21,3.78,0.92,28.47,46.68
2024-12-27,Machine_14,Silicon,Cleanroom_3,76.47,9.01,9.7,29.5,35.4
2024-05-09,Machine_20,Silicon Carbide,Cleanroom_3,81.9,8.1,23.8,25.76,39.23
2023-04-25,Machine_10,Gallium Arsenide,Cleanroom_4,92.32,9.98,9.38,23.29,34.13
2024-01-02,Machine_9,Silicon,Cleanroom_4,80.15,2.8,8.05,22.53,47.44
2023-11-03,Machine_5,Gallium Arsenide,Cleanroom_1,82.4,2.0,8.46,24.0,46.07
2024-05-08,Machine_14,Germanium,Cleanroom_3,80.99,0.54,11.12,25.21,49.9
2023-01-12,Machine_9,Germanium,Cleanroom_3,83.85,2.68,23.11,29.34,48.72
2024-05-02,Machine_14,Silicon,Cleanroom_4,86.72,1.18,14.88,21.29,31.64
2023-06-19,Machine_2,Silicon Carbide,Cleanroom_2,80.04,3.43,23.87,26.08,31.35
2023-11-09,Machine_4,Germanium,Cleanroom_4,89.95,0.97,0.87,20.67,43.22
2023-01-05,Machine_12,Silicon,Cleanroom_2,73.89,7.98,9.88,21.96,38.91
2023-05-11,Machine_11,Germanium,Cleanroom_3,96.98,8.4,12.04,20.19,47.65
2023-05-21,Machine_19,Silicon Carbide,Cleanroom_1,99.71,8.03,13.3,21.8,33.58
2023-10-04,Machine_17,Silicon,Cleanroom_2,90.02,6.39,13.43,27.43,41.69
2023-11-30,Machine_10,Silicon,Cleanroom_1,93.57,4.63,6.73,23.0,35.39
2024-07-24,Machine_6,Gallium Arsenide,Cleanroom_2,93.55,3.61,17.87,20.34,39.29
2024-09-21,Machine_3,Silicon,Cleanroom_2,75.01,6.18,23.66,25.92,33.29
2023-08-20,Machine_16,Gallium Arsenide,Cleanroom_3,70.02,8.06,17.68,29.4,45.18
2024-01-17,Machine_8,Silicon Carbide,Cleanroom_2,89.53,8.12,3.05,24.67,45.27
2023-08-01,Machine_18,Silicon Carbide,Cleanroom_4,77.17,8.71,5.1,21.93,38.81
2024-11-29,Machine_4,Silicon Carbide,Cleanroom_3,75.71,1.8,6.11,26.67,45.44
2024-11-12,Machine_16,Silicon,Cleanroom_2,85.39,0.29,7.18,23.65,37.59
2024-09-01,Machine_5,Silicon,Cleanroom_4,98.99,8.87,1.01,22.67,39.69
2024-07-08,Machine_3,Silicon Carbide,Cleanroom_4,79.86,0.41,0.16,22.75,30.73
2023-02-19,Machine_1,Silicon,Cleanroom_2,95.38,7.07,7.32,26.15,41.48
2024-03-10,Machine_4,Silicon Carbide,Cleanroom_1,92.54,4.11,5.65,23.23,38.09
2023-08-14,Machine_19,Silicon,Cleanroom_3,72.29,9.64,21.76,29.93,48.36
2023-11-23,Machine_19,Silicon,Cleanroom_1,71.77,7.14,23.96,28.5,45.35
2023-11-30,Machine_6,Germanium,Cleanroom_1,78.75,2.83,4.65,20.55,33.1
2023-02-16,Machine_6,Silicon Carbide,Cleanroom_4,91.51,1.56,13.08,24.41,33.11
2023-01-10,Machine_16,Gallium Arsenide,Cleanroom_1,92.74,9.2,9.92,22.67,37.43
2023-04-03,Machine_11,Silicon Carbide,Cleanroom_4,84.74,4.23,19.85,29.76,37.38
2024-01-03,Machine_11,Germanium,Cleanroom_3,84.33,9.01,0.01,23.45,38.39
2024-05-10,Machine_19,Silicon Carbide,Cleanroom_2,86.78,7.71,17.64,29.78,32.51
2023-09-30,Machine_12,Silicon Carbide,Cleanroom_4,96.08,8.07,7.75,24.22,49.71
2023-07-02,Machine_18,Gallium Arsenide,Cleanroom_2,75.34,0.61,19.02,23.25,37.81
2024-08-19,Machine_3,Gallium Arsenide,Cleanroom_3,94.14,2.17,19.63,29.69,44.51
2023-04-17,Machine_6,Gallium Arsenide,Cleanroom_4,98.55,5.8,8.41,23.49,36.99
2024-11-19,Machine_11,Silicon,Cleanroom_2,71.27,1.68,22.56,24.28,30.1
2023-12-04,Machine_16,Germanium,Cleanroom_2,78.58,4.89,17.63,25.02,47.37
2024-11-05,Machine_12,Silicon,Cleanroom_4,90.77,4.2,17.36,25.66,40.66
2024-08-13,Machine_12,Silicon,Cleanroom_2,86.94,6.86,18.21,23.39,34.48
2024-07-09,Machine_1,Silicon,Cleanroom_1,89.07,8.78,14.58,20.37,44.73
2024-11-19,Machine_6,Germanium,Cleanroom_1,77.74,8.91,2.43,26.05,43.82
2023-07-31,Machine_5,Silicon Carbide,Cleanroom_4,80.78,5.6,0.75,23.56,45.99
2024-11-23,Machine_16,Gallium Arsenide,Cleanroom_4,93.64,7.33,17.77,24.24,44.25
2023-10-06,Machine_10,Silicon,Cleanroom_1,95.12,9.72,9.04,21.82,39.11
2024-11-30,Machine_5,Gallium Arsenide,Cleanroom_1,83.02,4.94,0.84,25.58,47.6
2023-01-13,Machine_10,Silicon,Cleanroom_4,88.03,3.55,9.27,25.43,33.22
2024-05-23,Machine_1,Gallium Arsenide,Cleanroom_4,81.15,8.29,13.08,29.56,35.24
2024-01-29,Machine_17,Silicon Carbide,Cleanroom_3,71.6,2.09,2.5,29.12,47.25
2024-04-12,Machine_9,Silicon Carbide,Cleanroom_1,90.52,4.32,17.34,25.92,38.32
2023-06-16,Machine_3,Silicon Carbide,Cleanroom_4,70.8,6.63,21.08,24.68,48.83
2024-03-20,Machine_4,Silicon Carbide,Cleanroom_3,77.8,7.06,6.21,21.61,33.76
2024-02-27,Machine_4,Silicon,Cleanroom_4,82.27,4.08,21.74,21.6,45.0
2024-02-25,Machine_20,Gallium Arsenide,Cleanroom_1,91.85,4.76,6.09,27.54,30.9
2024-01-20,Machine_15,Gallium Arsenide,Cleanroom_1,81.19,4.62,14.62,21.29,37.49
2024-07-20,Machine_1,Gallium Arsenide,Cleanroom_4,81.57,4.24,0.87,27.81,44.61
2023-06-21,Machine_19,Gallium Arsenide,Cleanroom_3,93.04,8.14,21.95,23.65,38.53
2023-05-11,Machine_1,Gallium Arsenide,Cleanroom_1,90.58,5.94,22.54,29.45,33.57
2023-07-31,Machine_4,Gallium Arsenide,Cleanroom_3,79.68,5.93,16.3,23.89,48.2
2023-03-11,Machine_8,Silicon,Cleanroom_4,86.81,4.47,0.92,23.94,43.87
2023-07-08,Machine_19,Gallium Arsenide,Cleanroom_3,72.62,5.41,10.09,20.8,44.93
2023-06-10,Machine_17,Gallium Arsenide,Cleanroom_2,85.53,3.61,2.15,27.41,49.65
2023-06-15,Machine_8,Gallium Arsenide,Cleanroom_4,77.49,6.64,16.61,29.54,38.24
2023-02-07,Machine_14,Germanium,Cleanroom_3,93.64,9.53,21.69,21.53,32.99
2024-03-29,Machine_18,Silicon Carbide,Cleanroom_3,82.76,1.78,22.25,25.76,34.64
2024-12-19,Machine_13,Silicon,Cleanroom_3,81.47,4.82,6.09,20.8,40.22
2024-09-29,Machine_13,Silicon,Cleanroom_4,84.48,3.24,22.49,29.03,36.32
2024-11-08,Machine_1,Gallium Arsenide,Cleanroom_4,94.27,0.77,4.07,24.33,37.83
2023-07-12,Machine_3,Gallium Arsenide,Cleanroom_4,90.06,4.46,8.18,25.88,33.35
2023-07-02,Machine_2,Gallium Arsenide,Cleanroom_1,97.81,7.17,2.88,26.15,39.94
2024-12-17,Machine_7,Gallium Arsenide,Cleanroom_3,91.59,1.16,18.97,21.78,40.73
2024-06-24,Machine_17,Silicon Carbide,Cleanroom_1,78.0,7.1,4.97,26.75,44.17
2023-10-01,Machine_3,Silicon,Cleanroom_3,75.03,0.54,12.27,26.81,37.31
2024-08-17,Machine_2,Gallium Arsenide,Cleanroom_3,84.38,4.7,1.98,24.18,32.68
2023-08-22,Machine_18,Silicon,Cleanroom_4,85.75,9.24,17.73,22.59,38.46
2023-05-10,Machine_3,Gallium Arsenide,Cleanroom_1,76.1,4.47,13.09,20.25,30.34
2024-12-19,Machine_5,Silicon,Cleanroom_3,79.83,7.74,15.7,22.67,34.1
2024-06-13,Machine_11,Silicon,Cleanroom_4,98.38,3.73,7.21,24.45,30.28
2024-01-27,Machine_14,Germanium,Cleanroom_3,82.47,5.7,20.27,29.16,41.07
2023-02-08,Machine_20,Silicon Carbide,Cleanroom_3,88.61,7.47,20.7,25.99,47.44
2023-04-14,Machine_8,Silicon,Cleanroom_1,91.22,6.07,9.3,26.65,39.6
2023-11-07,Machine_5,Silicon Carbide,Cleanroom_3,75.63,1.24,7.4,22.51,33.65
2024-02-17,Machine_11,Silicon Carbide,Cleanroom_2,94.8,8.97,15.53,23.58,40.92
2024-10-04,Machine_18,Silicon Carbide,Cleanroom_2,99.36,8.93,14.91,25.95,30.28
2023-01-18,Machine_16,Silicon,Cleanroom_2,79.01,2.1,21.08,27.01,47.84
2024-03-20,Machine_3,Germanium,Cleanroom_4,71.82,4.11,10.09,20.23,42.0
2024-12-29,Machine_13,Gallium Arsenide,Cleanroom_4,89.16,1.02,13.78,20.36,48.94
2024-06-04,Machine_11,Gallium Arsenide,Cleanroom_3,75.37,8.65,2.98,25.64,40.78
2023-01-03,Machine_5,Germanium,Cleanroom_2,98.43,0.27,19.77,20.98,44.51
2023-10-08,Machine_3,Silicon Carbide,Cleanroom_4,79.77,2.41,16.02,22.64,30.24
